,Order,PID,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,AgeofHouse
2547,2548,534403440,1440,157500,60,RL,9350,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,360.0,Unf,0.0,360.0,720.0,GasA,Gd,Y,SBrkr,720,720,0,0.0,0.0,1,1,4,1,TA,7,Typ,1,Po,Attchd,1964.0,Fin,2.0,480.0,TA,TA,Y,0,32,240,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,42
2548,2549,534427090,1095,140000,190,RL,10382,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,GasA,TA,Y,SBrkr,1095,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,0,Not Present,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2006,ConLD,Normal,48
2549,2550,534428060,1053,150000,20,RL,8973,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567.0,BLQ,28.0,413.0,1008.0,GasA,TA,Y,FuseA,1053,0,0,0.0,1.0,1,1,3,1,Ex,6,Typ,0,Not Present,2Types,1998.0,RFn,2.0,750.0,TA,TA,Y,0,80,0,180,0,0,Not Present,MnWw,Not Present,0,7,2006,WD ,Abnorml,15
2550,2551,534429130,1248,151500,20,RL,10800,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,632.0,Unf,0.0,616.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1960.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,5,2006,WD ,Normal,46
2551,2552,534430050,816,129800,30,RL,8550,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,574.0,Unf,0.0,242.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,1,Fa,Attchd,1949.0,Unf,1.0,240.0,TA,TA,Y,228,0,40,0,0,0,Not Present,MnPrv,Not Present,0,7,2006,WD ,Normal,56
2552,2553,534430110,1008,137000,20,RL,11425,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,522.0,1008.0,GasA,Gd,Y,SBrkr,1008,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1.0,275.0,TA,TA,Y,0,0,120,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,52
2553,2554,534431030,1043,137000,20,RL,9724,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,1043,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1947.0,Unf,1.0,273.0,TA,TA,Y,125,48,0,0,0,0,Not Present,GdWo,Not Present,0,5,2006,WD ,Normal,56
2554,2555,534451050,1230,121600,50,RL,4712,Pave,Not Present,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,363.0,747.0,GasA,TA,Y,SBrkr,774,456,0,1.0,0.0,1,1,3,1,TA,5,Typ,0,Not Present,Detchd,1946.0,Unf,1.0,305.0,TA,TA,Y,0,57,0,0,63,0,Not Present,MnPrv,Not Present,0,8,2006,WD ,Abnorml,56
2555,2556,534451120,869,85500,30,RL,5900,Pave,Not Present,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,TA,Y,FuseA,869,0,0,0.0,0.0,1,0,2,1,Fa,4,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,8,2006,WD ,Normal,48
2556,2557,534451130,747,79900,30,RL,5825,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747,0,0,0.0,0.0,1,0,1,1,TA,5,Typ,0,Not Present,Detchd,1953.0,Unf,2.0,528.0,TA,TA,Y,0,0,32,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,53
2557,2558,534453150,1252,127000,50,RL,7438,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Gd,Y,SBrkr,936,316,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Present,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104,0,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2006,WD ,Normal,15
2558,2559,534455080,1433,161000,20,RL,9600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,915.0,Unf,0.0,336.0,1251.0,GasA,TA,Y,SBrkr,1433,0,0,1.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,1961.0,Unf,2.0,441.0,TA,TA,Y,144,0,205,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,16
2559,2560,534475160,1624,146500,20,RL,10858,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,0.0,1404.0,1444.0,GasA,Ex,Y,SBrkr,1624,0,0,1.0,0.0,1,0,2,1,TA,6,Min1,1,Gd,Attchd,1952.0,RFn,1.0,240.0,TA,TA,Y,0,40,324,0,0,0,Not Present,MnPrv,Not Present,0,7,2006,WD ,Partial,54
2560,2561,534476100,1216,135000,20,RL,9600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,TA,CBlock,TA,TA,No,ALQ,996.0,Unf,0.0,60.0,1056.0,GasA,Ex,Y,FuseA,1216,0,0,1.0,0.0,1,0,3,1,TA,7,Typ,0,Not Present,Attchd,1951.0,RFn,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,55
2561,2562,534477030,2136,137900,20,RL,10680,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2136.0,GasA,TA,N,FuseA,2136,0,0,0.0,0.0,2,0,4,1,TA,7,Mod,0,Not Present,Detchd,1951.0,Unf,2.0,528.0,TA,TA,Y,0,30,0,0,0,0,Not Present,MnPrv,Not Present,0,10,2006,WD ,Normal,55
2562,2563,534479130,1578,133000,50,RL,9490,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Rec,165.0,238.0,806.0,GasA,TA,Y,FuseA,958,620,0,1.0,0.0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,32,0,0,0,Not Present,MnPrv,Not Present,0,8,2006,WD ,Normal,56
2563,2564,534479240,1728,137000,60,RL,9462,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Gd,Y,FuseA,1024,704,0,0.0,0.0,1,1,3,1,TA,7,Min1,1,Gd,Attchd,1949.0,Unf,1.0,234.0,TA,TA,Y,245,60,0,0,0,0,Not Present,MnPrv,Not Present,0,7,2006,WD ,Normal,33
2564,2565,534479300,936,121000,20,RL,9888,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,FuseA,936,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,0,0,Not Present,MnPrv,Not Present,0,3,2006,WD ,Normal,31
2565,2566,535101110,1584,119000,90,RL,8917,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1584,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,Not Present,Detchd,1967.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,10,2006,WD ,Normal,39
2566,2567,535103070,1246,172000,80,RL,12700,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,0.0,307.0,1246.0,GasA,TA,Y,SBrkr,1246,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,2.0,441.0,TA,TA,Y,0,69,0,0,0,0,Not Present,Not Present,Not Present,0,11,2006,WD ,Normal,42
2567,2568,535105160,1235,98600,20,RL,8500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235.0,GasA,TA,Y,SBrkr,1235,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,Not Present,Attchd,1961.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,12,2006,WD ,Abnorml,45
2568,2569,535125060,2157,226000,60,RL,14200,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,479.0,924.0,GasA,Ex,Y,SBrkr,1216,941,0,0.0,0.0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966.0,Fin,2.0,487.0,TA,TA,Y,105,66,0,0,0,0,Not Present,GdPrv,Not Present,0,5,2006,WD ,Normal,40
2569,2570,535150240,1128,118000,20,RL,9000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0.0,124.0,936.0,GasA,TA,Y,SBrkr,1128,0,0,0.0,0.0,1,0,2,1,TA,5,Min1,0,Not Present,Attchd,1954.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,6,2006,WD ,Family,52
2570,2571,535150300,3112,235000,75,RL,25419,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,184.0,140.0,1360.0,GasA,Gd,Y,SBrkr,1360,1360,392,1.0,1.0,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2.0,795.0,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,Not Present,0,3,2006,WD ,Abnorml,16
2571,2572,535151080,1008,135000,20,RL,9723,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,TA,Y,SBrkr,1008,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Attchd,1963.0,RFn,2.0,430.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,10,2006,WD ,Normal,43
2572,2573,535151130,1190,132500,90,RL,7728,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,GasA,TA,Y,SBrkr,1190,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1962.0,Unf,2.0,540.0,TA,TA,Y,0,18,0,0,0,0,Not Present,GdWo,Not Present,0,5,2006,WD ,Normal,44
2573,2574,535152070,1144,143000,80,RL,8163,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1.0,796.0,TA,TA,Y,86,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2006,WD ,Normal,47
2574,2575,535152280,1364,132000,20,RL,8400,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,Y,SBrkr,1364,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1957.0,RFn,1.0,331.0,TA,TA,Y,0,60,0,0,0,0,Not Present,GdPrv,Not Present,0,3,2006,WD ,Normal,49
2575,2576,535176050,1383,145250,20,RL,11600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565.0,Unf,0.0,818.0,1383.0,GasA,TA,Y,SBrkr,1383,0,0,0.0,0.0,1,1,3,1,TA,7,Typ,0,Not Present,Attchd,1960.0,RFn,1.0,292.0,TA,TA,Y,0,45,0,0,0,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Normal,46
2576,2577,535177100,1336,162000,20,RL,9610,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,0.0,918.0,1121.0,GasA,Ex,Y,FuseA,1336,0,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1958.0,RFn,2.0,488.0,TA,TA,Y,80,0,0,0,0,0,Not Present,Not Present,Not Present,0,12,2006,WD ,Normal,48
2577,2578,535178100,1370,148000,80,RL,10000,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,Rec,281.0,99.0,1058.0,GasA,Ex,Y,SBrkr,1370,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Basment,1956.0,RFn,1.0,300.0,TA,TA,Y,191,0,0,0,120,0,Not Present,MnPrv,Not Present,0,2,2006,WD ,Normal,50
2578,2579,535179050,1092,141000,20,RL,14850,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,TA,Y,FuseA,1092,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,268,0,0,0,122,0,Not Present,MnWw,Not Present,0,5,2006,WD ,Normal,49
2579,2580,535180020,1124,153000,20,RL,10152,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,GasA,Ex,Y,SBrkr,1124,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1956.0,Fin,1.0,353.0,TA,TA,Y,0,211,180,0,142,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,12
2580,2581,535180070,1236,134450,20,RL,10011,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360.0,Unf,0.0,710.0,1070.0,GasA,TA,Y,SBrkr,1236,0,0,0.0,1.0,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1.0,447.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,5,2006,WD ,Normal,10
2581,2582,535301010,943,135960,90,RL,7032,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,Unf,0.0,0.0,943.0,GasA,TA,Y,SBrkr,943,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,2,TA,Detchd,1979.0,Unf,2.0,600.0,TA,TA,Y,42,0,0,0,0,0,Not Present,Not Present,Not Present,0,12,2006,WD ,Normal,27
2582,2583,535301150,1050,156000,20,RL,8092,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,Y,SBrkr,1050,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Present,Attchd,1954.0,RFn,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Abnorml,6
2583,2584,535303050,1375,140000,20,RL,11310,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1367.0,1367.0,GasA,Ex,Y,SBrkr,1375,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2.0,451.0,TA,TA,Y,0,30,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,52
2584,2585,535304020,1008,139500,20,RL,12778,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,658.0,Unf,0.0,350.0,1008.0,GasA,Ex,Y,FuseA,1008,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Attchd,1952.0,RFn,1.0,280.0,TA,TA,Y,0,154,0,0,0,0,Not Present,MnPrv,Not Present,0,1,2006,WD ,Normal,3
2585,2586,535305120,1575,155000,20,RL,10170,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,55
2586,2587,535325130,1145,127000,80,RL,7700,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,271.0,Unf,0.0,30.0,301.0,GasA,Ex,Y,FuseA,1145,0,0,0.0,0.0,1,0,3,1,TA,6,Min2,0,Not Present,Detchd,1993.0,Unf,2.0,684.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,9,2006,WD ,Normal,50
2587,2588,535325340,1005,133500,20,RL,11050,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,Ex,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,319.0,TA,TA,Y,0,0,0,0,288,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,50
2588,2589,535325350,1056,125000,20,RL,13600,Pave,Not Present,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,144.0,BLQ,912.0,0.0,1056.0,GasA,Gd,Y,SBrkr,1056,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Attchd,1955.0,Fin,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Shed,650,11,2006,WD ,Normal,51
2589,2590,535325450,884,142000,20,RL,15428,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,741.0,Unf,0.0,143.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Attchd,1951.0,Fin,1.0,270.0,TA,TA,Y,0,0,0,0,195,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,15
2590,2591,535325460,2039,167000,30,RL,21299,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,929.0,929.0,GasA,Ex,Y,SBrkr,2039,0,0,1.0,0.0,1,1,3,1,TA,7,Min1,3,Gd,2Types,1941.0,Unf,3.0,791.0,TA,TA,Y,0,0,90,0,0,0,Not Present,Not Present,Not Present,0,12,2006,COD,Abnorml,43
2591,2592,535327210,1384,159000,20,RL,13300,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,494.0,Unf,0.0,521.0,1015.0,GasA,Gd,Y,SBrkr,1384,0,0,1.0,0.0,1,0,2,1,TA,6,Min1,0,Not Present,Attchd,2001.0,Unf,2.0,896.0,TA,TA,Y,75,0,0,323,0,0,Not Present,Not Present,Shed,400,6,2006,WD ,Normal,5
